0.00 Hz | Z: -4.93 Magnitude: 2510.86
83.98 Hz | Z: -4.91 Magnitude: 0.06
84.96 Hz | Z: -4.92 Magnitude: 0.05
85.94 Hz | Z: -4.92 Magnitude: 0.07
86.91 Hz | Z: -4.92 Magnitude: 0.06
87.89 Hz | Z: -4.92 Magnitude: 0.12
88.87 Hz | Z: -4.92 Magnitude: 0.08
89.84 Hz | Z: -4.92 Magnitude: 0.07
90.82 Hz | Z: -4.92 Magnitude: 0.04
91.80 Hz | Z: -4.91 Magnitude: 0.07
92.77 Hz | Z: -4.92 Magnitude: 0.10
93.75 Hz | Z: -4.92 Magnitude: 0.10
94.73 Hz | Z: -4.92 Magnitude: 0.07
95.70 Hz | Z: -4.92 Magnitude: 0.02
96.68 Hz | Z: -4.92 Magnitude: 0.05
97.66 Hz | Z: -4.92 Magnitude: 0.04
98.63 Hz | Z: -4.92 Magnitude: 0.08
99.61 Hz | Z: -4.92 Magnitude: 0.02
100.59 Hz | Z: -4.92 Magnitude: 0.11
101.56 Hz | Z: -4.92 Magnitude: 0.04
102.54 Hz | Z: -4.91 Magnitude: 0.11
103.52 Hz | Z: -4.91 Magnitude: 0.03
104.49 Hz | Z: -4.91 Magnitude: 0.04
105.47 Hz | Z: -4.91 Magnitude: 0.06
106.45 Hz | Z: -4.90 Magnitude: 0.15
107.42 Hz | Z: -4.90 Magnitude: 0.09
108.40 Hz | Z: -4.91 Magnitude: 0.02
109.37 Hz | Z: -4.91 Magnitude: 0.10
110.35 Hz | Z: -4.91 Magnitude: 0.04
111.33 Hz | Z: -4.91 Magnitude: 0.09
112.30 Hz | Z: -4.91 Magnitude: 0.05
113.28 Hz | Z: -4.91 Magnitude: 0.06
114.26 Hz | Z: -4.91 Magnitude: 0.04
115.23 Hz | Z: -4.91 Magnitude: 0.00
116.21 Hz | Z: -4.91 Magnitude: 0.07
117.19 Hz | Z: -4.91 Magnitude: 0.05
118.16 Hz | Z: -4.91 Magnitude: 0.04
119.14 Hz | Z: -4.91 Magnitude: 0.05
120.12 Hz | Z: -4.92 Magnitude: 0.09
121.09 Hz | Z: -4.92 Magnitude: 0.07
122.07 Hz | Z: -4.93 Magnitude: 0.07
123.05 Hz | Z: -4.93 Magnitude: 0.07
124.02 Hz | Z: -4.93 Magnitude: 0.08
125.00 Hz | Z: -4.92 Magnitude: 0.06
125.98 Hz | Z: -4.92 Magnitude: 0.09
126.95 Hz | Z: -4.92 Magnitude: 0.03
127.93 Hz | Z: -4.92 Magnitude: 0.03
128.91 Hz | Z: -4.92 Magnitude: 0.04
129.88 Hz | Z: -4.92 Magnitude: 0.02
130.86 Hz | Z: -4.91 Magnitude: 0.04
131.84 Hz | Z: -4.91 Magnitude: 0.09
132.81 Hz | Z: -4.91 Magnitude: 0.10
133.79 Hz | Z: -4.91 Magnitude: 0.08
134.77 Hz | Z: -4.91 Magnitude: 0.03
135.74 Hz | Z: -4.91 Magnitude: 0.04
136.72 Hz | Z: -4.91 Magnitude: 0.05
137.70 Hz | Z: -4.90 Magnitude: 0.03
138.67 Hz | Z: -4.90 Magnitude: 0.07
139.65 Hz | Z: -4.90 Magnitude: 0.01
140.62 Hz | Z: -4.90 Magnitude: 0.06
141.60 Hz | Z: -4.89 Magnitude: 0.06
142.58 Hz | Z: -4.89 Magnitude: 0.06
143.55 Hz | Z: -4.89 Magnitude: 0.03
144.53 Hz | Z: -4.89 Magnitude: 0.06
145.51 Hz | Z: -4.89 Magnitude: 0.02
146.48 Hz | Z: -4.89 Magnitude: 0.02
147.46 Hz | Z: -4.89 Magnitude: 0.06
148.44 Hz | Z: -4.89 Magnitude: 0.04
149.41 Hz | Z: -4.89 Magnitude: 0.04
150.39 Hz | Z: -4.90 Magnitude: 0.07
151.37 Hz | Z: -4.90 Magnitude: 0.04
152.34 Hz | Z: -4.90 Magnitude: 0.04
153.32 Hz | Z: -4.88 Magnitude: 0.06
154.30 Hz | Z: -4.89 Magnitude: 0.07
155.27 Hz | Z: -4.89 Magnitude: 0.03
156.25 Hz | Z: -4.89 Magnitude: 0.03
157.23 Hz | Z: -4.90 Magnitude: 0.05
158.20 Hz | Z: -4.89 Magnitude: 0.04
159.18 Hz | Z: -4.89 Magnitude: 0.05
160.16 Hz | Z: -4.89 Magnitude: 0.06
161.13 Hz | Z: -4.89 Magnitude: 0.06
162.11 Hz | Z: -4.89 Magnitude: 0.03
163.09 Hz | Z: -4.89 Magnitude: 0.02
164.06 Hz | Z: -4.89 Magnitude: 0.05
165.04 Hz | Z: -4.89 Magnitude: 0.06
166.02 Hz | Z: -4.90 Magnitude: 0.04
166.99 Hz | Z: -4.89 Magnitude: 0.04
167.97 Hz | Z: -4.89 Magnitude: 0.05
168.95 Hz | Z: -4.89 Magnitude: 0.05
169.92 Hz | Z: -4.89 Magnitude: 0.02
170.90 Hz | Z: -4.90 Magnitude: 0.01
171.87 Hz | Z: -4.90 Magnitude: 0.03
172.85 Hz | Z: -4.90 Magnitude: 0.01
173.83 Hz | Z: -4.91 Magnitude: 0.06
174.80 Hz | Z: -4.91 Magnitude: 0.06
175.78 Hz | Z: -4.91 Magnitude: 0.05
176.76 Hz | Z: -4.91 Magnitude: 0.07
177.73 Hz | Z: -4.91 Magnitude: 0.04
178.71 Hz | Z: -4.92 Magnitude: 0.03
179.69 Hz | Z: -4.92 Magnitude: 0.05
180.66 Hz | Z: -4.92 Magnitude: 0.06
181.64 Hz | Z: -4.91 Magnitude: 0.06
182.62 Hz | Z: -4.92 Magnitude: 0.05
183.59 Hz | Z: -4.91 Magnitude: 0.05
184.57 Hz | Z: -4.91 Magnitude: 0.06
185.55 Hz | Z: -4.92 Magnitude: 0.00
186.52 Hz | Z: -4.91 Magnitude: 0.10
187.50 Hz | Z: -4.92 Magnitude: 0.05
188.48 Hz | Z: -4.92 Magnitude: 0.02
189.45 Hz | Z: -4.91 Magnitude: 0.03
190.43 Hz | Z: -4.92 Magnitude: 0.08
191.41 Hz | Z: -4.91 Magnitude: 0.04
192.38 Hz | Z: -4.92 Magnitude: 0.01
193.36 Hz | Z: -4.92 Magnitude: 0.04
194.34 Hz | Z: -4.92 Magnitude: 0.04
195.31 Hz | Z: -4.91 Magnitude: 0.06
196.29 Hz | Z: -4.91 Magnitude: 0.03
197.27 Hz | Z: -4.91 Magnitude: 0.07
198.24 Hz | Z: -4.91 Magnitude: 0.05
199.22 Hz | Z: -4.91 Magnitude: 0.06
200.20 Hz | Z: -4.91 Magnitude: 0.04
201.17 Hz | Z: -4.91 Magnitude: 0.01
202.15 Hz | Z: -4.91 Magnitude: 0.04
203.12 Hz | Z: -4.91 Magnitude: 0.02
204.10 Hz | Z: -4.91 Magnitude: 0.02
205.08 Hz | Z: -4.91 Magnitude: 0.07
206.05 Hz | Z: -4.91 Magnitude: 0.03
207.03 Hz | Z: -4.91 Magnitude: 0.03
208.01 Hz | Z: -4.90 Magnitude: 0.03
208.98 Hz | Z: -4.90 Magnitude: 0.07
209.96 Hz | Z: -4.89 Magnitude: 0.04
210.94 Hz | Z: -4.89 Magnitude: 0.05
211.91 Hz | Z: -4.89 Magnitude: 0.04
212.89 Hz | Z: -4.89 Magnitude: 0.04
213.87 Hz | Z: -4.90 Magnitude: 0.04
214.84 Hz | Z: -4.90 Magnitude: 0.05
215.82 Hz | Z: -4.90 Magnitude: 0.05
216.80 Hz | Z: -4.90 Magnitude: 0.03
217.77 Hz | Z: -4.91 Magnitude: 0.04
218.75 Hz | Z: -4.91 Magnitude: 0.06
219.73 Hz | Z: -4.91 Magnitude: 0.04
220.70 Hz | Z: -4.91 Magnitude: 0.02
221.68 Hz | Z: -4.91 Magnitude: 0.07
222.66 Hz | Z: -4.91 Magnitude: 0.01
223.63 Hz | Z: -4.91 Magnitude: 0.03
224.61 Hz | Z: -4.91 Magnitude: 0.05
225.59 Hz | Z: -4.91 Magnitude: 0.04
226.56 Hz | Z: -4.90 Magnitude: 0.02
227.54 Hz | Z: -4.91 Magnitude: 0.02
228.52 Hz | Z: -4.91 Magnitude: 0.02
229.49 Hz | Z: -4.91 Magnitude: 0.03
230.47 Hz | Z: -4.91 Magnitude: 0.05
231.45 Hz | Z: -4.90 Magnitude: 0.03
232.42 Hz | Z: -4.91 Magnitude: 0.02
233.40 Hz | Z: -4.90 Magnitude: 0.06
234.37 Hz | Z: -4.90 Magnitude: 0.04
235.35 Hz | Z: -4.90 Magnitude: 0.05
236.33 Hz | Z: -4.90 Magnitude: 0.02
237.30 Hz | Z: -4.91 Magnitude: 0.01
238.28 Hz | Z: -4.90 Magnitude: 0.02
239.26 Hz | Z: -4.91 Magnitude: 0.04
240.23 Hz | Z: -4.91 Magnitude: 0.05
241.21 Hz | Z: -4.91 Magnitude: 0.07
242.19 Hz | Z: -4.91 Magnitude: 0.05
243.16 Hz | Z: -4.91 Magnitude: 0.07
244.14 Hz | Z: -4.90 Magnitude: 0.06
245.12 Hz | Z: -4.90 Magnitude: 0.07
246.09 Hz | Z: -4.90 Magnitude: 0.04
247.07 Hz | Z: -4.90 Magnitude: 0.03
248.05 Hz | Z: -4.90 Magnitude: 0.03
249.02 Hz | Z: -4.90 Magnitude: 0.04
Peak: 9.42
Loop: 6
0.00 Hz | Z: -4.89 Magnitude: 2496.24
0.98 Hz | Z: -4.89 Magnitude: 2.28
1.95 Hz | Z: -4.89 Magnitude: 1.29
2.93 Hz | Z: -4.89 Magnitude: 1.02
3.91 Hz | Z: -4.89 Magnitude: 0.26
4.88 Hz | Z: -4.89 Magnitude: 0.56
5.86 Hz | Z: -4.89 Magnitude: 0.56
6.84 Hz | Z: -4.89 Magnitude: 0.65
7.81 Hz | Z: -4.89 Magnitude: 0.48
8.79 Hz | Z: -4.88 Magnitude: 1.34
9.77 Hz | Z: -4.88 Magnitude: 0.37
10.74 Hz | Z: -4.88 Magnitude: 0.28
11.72 Hz | Z: -4.88 Magnitude: 0.33
12.70 Hz | Z: -4.88 Magnitude: 1.24
13.67 Hz | Z: -4.88 Magnitude: 0.30
14.65 Hz | Z: -4.88 Magnitude: 0.26
15.63 Hz | Z: -4.88 Magnitude: 0.42
16.60 Hz | Z: -4.88 Magnitude: 0.07
17.58 Hz | Z: -4.88 Magnitude: 0.41
18.55 Hz | Z: -4.88 Magnitude: 0.34
19.53 Hz | Z: -4.89 Magnitude: 0.20
20.51 Hz | Z: -4.89 Magnitude: 0.08
21.48 Hz | Z: -4.89 Magnitude: 0.24
22.46 Hz | Z: -4.89 Magnitude: 0.14
23.44 Hz | Z: -4.89 Magnitude: 0.52
24.41 Hz | Z: -4.89 Magnitude: 0.23
25.39 Hz | Z: -4.89 Magnitude: 0.11
26.37 Hz | Z: -4.89 Magnitude: 0.16
27.34 Hz | Z: -4.89 Magnitude: 0.18
28.32 Hz | Z: -4.89 Magnitude: 0.09
29.30 Hz | Z: -4.89 Magnitude: 0.31
30.27 Hz | Z: -4.89 Magnitude: 0.06
31.25 Hz | Z: -4.90 Magnitude: 0.31
32.23 Hz | Z: -4.89 Magnitude: 0.16
33.20 Hz | Z: -4.89 Magnitude: 0.14
34.18 Hz | Z: -4.90 Magnitude: 0.39
35.16 Hz | Z: -4.90 Magnitude: 0.15
36.13 Hz | Z: -4.90 Magnitude: 0.09
37.11 Hz | Z: -4.90 Magnitude: 0.09
38.09 Hz | Z: -4.89 Magnitude: 0.24
39.06 Hz | Z: -4.89 Magnitude: 0.08
40.04 Hz | Z: -4.89 Magnitude: 0.06
41.02 Hz | Z: -4.89 Magnitude: 0.13
41.99 Hz | Z: -4.89 Magnitude: 0.10
42.97 Hz | Z: -4.89 Magnitude: 0.28
43.95 Hz | Z: -4.90 Magnitude: 0.10
44.92 Hz | Z: -4.90 Magnitude: 0.08
45.90 Hz | Z: -4.90 Magnitude: 0.06
46.88 Hz | Z: -4.90 Magnitude: 0.06
47.85 Hz | Z: -4.90 Magnitude: 0.23
48.83 Hz | Z: -4.89 Magnitude: 0.22
49.80 Hz | Z: -4.89 Magnitude: 0.10
50.78 Hz | Z: -4.89 Magnitude: 0.08
51.76 Hz | Z: -4.88 Magnitude: 0.12
52.73 Hz | Z: -4.88 Magnitude: 0.07
53.71 Hz | Z: -4.89 Magnitude: 0.07
54.69 Hz | Z: -4.89 Magnitude: 0.05
55.66 Hz | Z: -4.89 Magnitude: 0.06
56.64 Hz | Z: -4.89 Magnitude: 0.14
57.62 Hz | Z: -4.89 Magnitude: 0.08
58.59 Hz | Z: -4.89 Magnitude: 0.18
59.57 Hz | Z: -4.89 Magnitude: 0.08
60.55 Hz | Z: -4.90 Magnitude: 0.05
61.52 Hz | Z: -4.90 Magnitude: 0.04
62.50 Hz | Z: -4.90 Magnitude: 0.03
63.48 Hz | Z: -4.90 Magnitude: 0.05
64.45 Hz | Z: -4.90 Magnitude: 0.07
65.43 Hz | Z: -4.90 Magnitude: 0.04
66.41 Hz | Z: -4.90 Magnitude: 0.04
67.38 Hz | Z: -4.90 Magnitude: 0.07
68.36 Hz | Z: -4.90 Magnitude: 0.09
69.34 Hz | Z: -4.90 Magnitude: 0.03
70.31 Hz | Z: -4.89 Magnitude: 0.12
71.29 Hz | Z: -4.89 Magnitude: 0.08
72.27 Hz | Z: -4.88 Magnitude: 0.12
73.24 Hz | Z: -4.88 Magnitude: 0.02
74.22 Hz | Z: -4.88 Magnitude: 0.10
75.20 Hz | Z: -4.88 Magnitude: 0.03
76.17 Hz | Z: -4.88 Magnitude: 0.04
77.15 Hz | Z: -4.88 Magnitude: 0.01
78.12 Hz | Z: -4.88 Magnitude: 0.06
79.10 Hz | Z: -4.88 Magnitude: 0.13
80.08 Hz | Z: -4.88 Magnitude: 0.04
81.05 Hz | Z: -4.88 Magnitude: 0.03
82.03 Hz | Z: -4.88 Magnitude: 0.08
83.01 Hz | Z: -4.88 Magnitude: 0.07
83.98 Hz | Z: -4.88 Magnitude: 0.02
84.96 Hz | Z: -4.88 Magnitude: 0.07
85.94 Hz | Z: -4.88 Magnitude: 0.01
86.91 Hz | Z: -4.88 Magnitude: 0.07
87.89 Hz | Z: -4.88 Magnitude: 0.03
88.87 Hz | Z: -4.88 Magnitude: 0.02
89.84 Hz | Z: -4.88 Magnitude: 0.02
90.82 Hz | Z: -4.88 Magnitude: 0.04
91.80 Hz | Z: -4.88 Magnitude: 0.09
92.77 Hz | Z: -4.87 Magnitude: 0.09
93.75 Hz | Z: -4.88 Magnitude: 0.04
94.73 Hz | Z: -4.88 Magnitude: 0.05
95.70 Hz | Z: -4.88 Magnitude: 0.06
96.68 Hz | Z: -4.88 Magnitude: 0.07
97.66 Hz | Z: -4.88 Magnitude: 0.05
98.63 Hz | Z: -4.88 Magnitude: 0.08
99.61 Hz | Z: -4.89 Magnitude: 0.08
100.59 Hz | Z: -4.89 Magnitude: 0.16
101.56 Hz | Z: -4.88 Magnitude: 0.01
102.54 Hz | Z: -4.89 Magnitude: 0.04
103.52 Hz | Z: -4.89 Magnitude: 0.07
104.49 Hz | Z: -4.89 Magnitude: 0.06
105.47 Hz | Z: -4.89 Magnitude: 0.07
106.45 Hz | Z: -4.89 Magnitude: 0.06
107.42 Hz | Z: -4.89 Magnitude: 0.05
108.40 Hz | Z: -4.89 Magnitude: 0.04
109.37 Hz | Z: -4.89 Magnitude: 0.07
110.35 Hz | Z: -4.88 Magnitude: 0.01
111.33 Hz | Z: -4.89 Magnitude: 0.04
112.30 Hz | Z: -4.89 Magnitude: 0.03
113.28 Hz | Z: -4.89 Magnitude: 0.05
114.26 Hz | Z: -4.89 Magnitude: 0.05
115.23 Hz | Z: -4.88 Magnitude: 0.02
116.21 Hz | Z: -4.88 Magnitude: 0.02
117.19 Hz | Z: -4.88 Magnitude: 0.03
118.16 Hz | Z: -4.88 Magnitude: 0.03
119.14 Hz | Z: -4.89 Magnitude: 0.08
120.12 Hz | Z: -4.88 Magnitude: 0.04
121.09 Hz | Z: -4.88 Magnitude: 0.04
122.07 Hz | Z: -4.88 Magnitude: 0.04
123.05 Hz | Z: -4.88 Magnitude: 0.01
124.02 Hz | Z: -4.88 Magnitude: 0.07
125.00 Hz | Z: -4.88 Magnitude: 0.02
125.98 Hz | Z: -4.88 Magnitude: 0.02
126.95 Hz | Z: -4.88 Magnitude: 0.05
127.93 Hz | Z: -4.88 Magnitude: 0.03
128.91 Hz | Z: -4.88 Magnitude: 0.01
129.88 Hz | Z: -4.88 Magnitude: 0.05
130.86 Hz | Z: -4.88 Magnitude: 0.05
131.84 Hz | Z: -4.88 Magnitude: 0.06
132.81 Hz | Z: -4.88 Magnitude: 0.03
133.79 Hz | Z: -4.88 Magnitude: 0.02
134.77 Hz | Z: -4.88 Magnitude: 0.03
135.74 Hz | Z: -4.88 Magnitude: 0.03
136.72 Hz | Z: -4.88 Magnitude: 0.04
137.70 Hz | Z: -4.87 Magnitude: 0.03
138.67 Hz | Z: -4.87 Magnitude: 0.00
139.65 Hz | Z: -4.87 Magnitude: 0.05
140.62 Hz | Z: -4.87 Magnitude: 0.06
141.60 Hz | Z: -4.88 Magnitude: 0.01
142.58 Hz | Z: -4.88 Magnitude: 0.03
143.55 Hz | Z: -4.88 Magnitude: 0.02
144.53 Hz | Z: -4.88 Magnitude: 0.04
145.51 Hz | Z: -4.88 Magnitude: 0.05
146.48 Hz | Z: -4.88 Magnitude: 0.05
147.46 Hz | Z: -4.88 Magnitude: 0.05
148.44 Hz | Z: -4.88 Magnitude: 0.03
149.41 Hz | Z: -4.87 Magnitude: 0.04
150.39 Hz | Z: -4.87 Magnitude: 0.01
151.37 Hz | Z: -4.87 Magnitude: 0.02
152.34 Hz | Z: -4.87 Magnitude: 0.04
153.32 Hz | Z: -4.86 Magnitude: 0.01
154.30 Hz | Z: -4.86 Magnitude: 0.03
155.27 Hz | Z: -4.86 Magnitude: 0.01
156.25 Hz | Z: -4.86 Magnitude: 0.04
157.23 Hz | Z: -4.87 Magnitude: 0.05
158.20 Hz | Z: -4.87 Magnitude: 0.01
159.18 Hz | Z: -4.87 Magnitude: 0.04
160.16 Hz | Z: -4.87 Magnitude: 0.04
161.13 Hz | Z: -4.87 Magnitude: 0.03
162.11 Hz | Z: -4.87 Magnitude: 0.02
163.09 Hz | Z: -4.87 Magnitude: 0.00
164.06 Hz | Z: -4.87 Magnitude: 0.02
165.04 Hz | Z: -4.87 Magnitude: 0.02
166.02 Hz | Z: -4.87 Magnitude: 0.03
166.99 Hz | Z: -4.88 Magnitude: 0.03
167.97 Hz | Z: -4.87 Magnitude: 0.05
168.95 Hz | Z: -4.88 Magnitude: 0.06
169.92 Hz | Z: -4.88 Magnitude: 0.02
170.90 Hz | Z: -4.88 Magnitude: 0.01
171.87 Hz | Z: -4.88 Magnitude: 0.01
172.85 Hz | Z: -4.88 Magnitude: 0.04
173.83 Hz | Z: -4.88 Magnitude: 0.02
174.80 Hz | Z: -4.88 Magnitude: 0.05
175.78 Hz | Z: -4.88 Magnitude: 0.05
176.76 Hz | Z: -4.88 Magnitude: 0.06
177.73 Hz | Z: -4.88 Magnitude: 0.05
178.71 Hz | Z: -4.88 Magnitude: 0.01
179.69 Hz | Z: -4.88 Magnitude: 0.07
180.66 Hz | Z: -4.88 Magnitude: 0.03
181.64 Hz | Z: -4.88 Magnitude: 0.03
182.62 Hz | Z: -4.87 Magnitude: 0.03
183.59 Hz | Z: -4.87 Magnitude: 0.03
184.57 Hz | Z: -4.88 Magnitude: 0.01
185.55 Hz | Z: -4.88 Magnitude: 0.02
186.52 Hz | Z: -4.88 Magnitude: 0.04
187.50 Hz | Z: -4.88 Magnitude: 0.02
188.48 Hz | Z: -4.88 Magnitude: 0.00
189.45 Hz | Z: -4.88 Magnitude: 0.04
190.43 Hz | Z: -4.88 Magnitude: 0.03
191.41 Hz | Z: -4.88 Magnitude: 0.02
192.38 Hz | Z: -4.88 Magnitude: 0.02
193.36 Hz | Z: -4.88 Magnitude: 0.02
194.34 Hz | Z: -4.88 Magnitude: 0.02
195.31 Hz | Z: -4.87 Magnitude: 0.01
196.29 Hz | Z: -4.88 Magnitude: 0.04
197.27 Hz | Z: -4.88 Magnitude: 0.05
198.24 Hz | Z: -4.88 Magnitude: 0.00
199.22 Hz | Z: -4.88 Magnitude: 0.01
200.20 Hz | Z: -4.87 Magnitude: 0.03
201.17 Hz | Z: -4.87 Magnitude: 0.00
202.15 Hz | Z: -4.87 Magnitude: 0.06
203.12 Hz | Z: -4.87 Magnitude: 0.00
204.10 Hz | Z: -4.87 Magnitude: 0.03
205.08 Hz | Z: -4.87 Magnitude: 0.03
206.05 Hz | Z: -4.87 Magnitude: 0.03
207.03 Hz | Z: -4.87 Magnitude: 0.03
208.01 Hz | Z: -4.87 Magnitude: 0.01
208.98 Hz | Z: -4.87 Magnitude: 0.01
209.96 Hz | Z: -4.87 Magnitude: 0.02
210.94 Hz | Z: -4.87 Magnitude: 0.01
211.91 Hz | Z: -4.87 Magnitude: 0.01
212.89 Hz | Z: -4.87 Magnitude: 0.01
213.87 Hz | Z: -4.87 Magnitude: 0.02
214.84 Hz | Z: -4.87 Magnitude: 0.02
215.82 Hz | Z: -4.88 Magnitude: 0.03
216.80 Hz | Z: -4.88 Magnitude: 0.02
217.77 Hz | Z: -4.88 Magnitude: 0.02
218.75 Hz | Z: -4.89 Magnitude: 0.01
219.73 Hz | Z: -4.89 Magnitude: 0.02
220.70 Hz | Z: -4.89 Magnitude: 0.02
221.68 Hz | Z: -4.89 Magnitude: 0.04
222.66 Hz | Z: -4.89 Magnitude: 0.02
223.63 Hz | Z: -4.89 Magnitude: 0.01
224.61 Hz | Z: -4.89 Magnitude: 0.02
225.59 Hz | Z: -4.89 Magnitude: 0.04
226.56 Hz | Z: -4.89 Magnitude: 0.06
227.54 Hz | Z: -4.89 Magnitude: 0.02
228.52 Hz | Z: -4.89 Magnitude: 0.04
229.49 Hz | Z: -4.89 Magnitude: 0.02
230.47 Hz | Z: -4.88 Magnitude: 0.04
231.45 Hz | Z: -4.88 Magnitude: 0.02
232.42 Hz | Z: -4.88 Magnitude: 0.01
233.40 Hz | Z: -4.88 Magnitude: 0.02
234.37 Hz | Z: -4.88 Magnitude: 0.06
235.35 Hz | Z: -4.88 Magnitude: 0.01
236.33 Hz | Z: -4.87 Magnitude: 0.03
237.30 Hz | Z: -4.88 Magnitude: 0.02
238.28 Hz | Z: -4.87 Magnitude: 0.03
239.26 Hz | Z: -4.87 Magnitude: 0.00
240.23 Hz | Z: -4.87 Magnitude: 0.01
241.21 Hz | Z: -4.86 Magnitude: 0.01
242.19 Hz | Z: -4.86 Magnitude: 0.04
243.16 Hz | Z: -4.86 Magnitude: 0.02
244.14 Hz | Z: -4.86 Magnitude: 0.03
245.12 Hz | Z: -4.86 Magnitude: 0.04
246.09 Hz | Z: -4.86 Magnitude: 0.03
247.07 Hz | Z: -4.87 Magnitude: 0.01
248.05 Hz | Z: -4.87 Magnitude: 0.02
249.02 Hz | Z: -4.88 Magnitude: 0.01
Peak: 8.78
Loop: 7
0.00 Hz | Z: -4.86 Magnitude: 2486.78
0.98 Hz | Z: -4.86 Magnitude: 1.61
1.95 Hz | Z: -4.87 Magnitude: 0.59
2.93 Hz | Z: -4.87 Magnitude: 0.47
